,A,B
1386,롯데캐슬헤론 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’롯데캐슬헤론'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1387,현대 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’현대'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1388,대림 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’대림'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1389,한신서래 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’한신서래'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1390,방배우성 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’방배우성'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1391,동고 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’동고'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1392,신반포7차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신반포7차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1393,서초네이처힐6단지 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초네이처힐6단지'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1394,서초이오빌 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초이오빌'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1395,삼호4차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’삼호4차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1396,임광3차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’임광3차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1397,"임광1,2차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘","MATCH (n {name:’임광1,2차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1398,방배래미안 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’방배래미안'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1399,방배래미안타워 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’방배래미안타워'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1400,대우효령 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’대우효령'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1401,삼익 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’삼익'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1402,신동아 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신동아'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1403,서초네이처힐4단지 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초네이처힐4단지'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1404,신반포11차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신반포11차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1405,서초포레스타7단지 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초포레스타7단지'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1406,블루힐하우스 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’블루힐하우스'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1407,서초롯데캐슬프레지던트 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초롯데캐슬프레지던트'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1408,아남 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’아남'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1409,반포센트레빌아스테리움 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’반포센트레빌아스테리움'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1410,신반포19차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신반포19차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1411,서초현대 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초현대'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1412,잠원현대훼밀리 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’잠원현대훼밀리'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1413,서초한신 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초한신'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1414,한신로얄 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’한신로얄'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1415,한신타운 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’한신타운'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1416,코오롱 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’코오롱'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1417,우면한라 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’우면한라'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1418,반포한신타워 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’반포한신타워'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1419,서초e-편한세상1차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초e-편한세상1차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1420,킴스빌리지 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’킴스빌리지'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1421,서초리시온 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초리시온'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1422,롯데캐슬갤럭시1차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’롯데캐슬갤럭시1차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1423,서초롯데캐슬리버티 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초롯데캐슬리버티'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1424,현대ESA 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’현대ESA'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1425,신화 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신화'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1426,금호베스트빌 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’금호베스트빌'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1427,삼성서초가든스위트 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’삼성서초가든스위트'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1428,서초네이처힐7단지 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초네이처힐7단지'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1429,신반포27차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신반포27차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1430,서초현대4차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초현대4차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1431,현대성우 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’현대성우'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1432,서초대우디오빌프라임 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초대우디오빌프라임'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1433,힐스테이트서초젠트리스 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’힐스테이트서초젠트리스'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1434,서초삼성래미안 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초삼성래미안'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1435,반포푸르지오 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’반포푸르지오'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1436,서초트라팰리스 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초트라팰리스'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1437,방배아크로타워 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’방배아크로타워'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1438,잠원중앙하이츠(B동) 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’잠원중앙하이츠(B동)'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1439,방배아크로리버 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’방배아크로리버'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1440,방배e-편한세상3차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’방배e-편한세상3차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1441,신동아2차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신동아2차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1442,서초자이 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초자이'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1443,강남역푸르지오시티(도시형) 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’강남역푸르지오시티(도시형)'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1444,현대동궁 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’현대동궁'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1445,삼호한숲 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’삼호한숲'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1446,동원베네스트 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’동원베네스트'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1447,신반포궁전 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신반포궁전'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1448,신반포25차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신반포25차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1449,풍림아이원플러스 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’풍림아이원플러스'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1450,서초네이처힐1단지 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초네이처힐1단지'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1451,양재우성KBS(113동) 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’양재우성KBS(113동)'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1452,잠원한신그린 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’잠원한신그린'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1453,삼호2차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’삼호2차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1454,서초한빛삼성 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초한빛삼성'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1455,밀라텔쉐르빌(엠쉐르빌) 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’밀라텔쉐르빌(엠쉐르빌)'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1456,서초아트자이 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초아트자이'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1457,엠브이 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’엠브이'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1458,잠원훼미리 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’잠원훼미리'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1459,방배브라운스톤 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’방배브라운스톤'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1460,한라비발디스튜디오193(도시형) 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’한라비발디스튜디오193(도시형)'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1461,방배마에스트로 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’방배마에스트로'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1462,롯데캐슬주피터 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’롯데캐슬주피터'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1463,잠원현대 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’잠원현대'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1464,방배e-편한세상1차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’방배e-편한세상1차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1465,방배롯데캐슬로제 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’방배롯데캐슬로제'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1466,쌍용예가클래식 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’쌍용예가클래식'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1467,삼호가든맨션5차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’삼호가든맨션5차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1468,신반포18차(337동) 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’신반포18차(337동)'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1469,잠원대우아이빌 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’잠원대우아이빌'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1470,서초한신리빙타워 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초한신리빙타워'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1471,삼환나띠르빌 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’삼환나띠르빌'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1472,서초e-편한세상2차 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초e-편한세상2차'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1473,서초쌍용플래티넘 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’서초쌍용플래티넘'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
1474,현대ESA2 아파트 근처 가장 가까운 지하철역 위치와 거리 3개씩 보여줘,"MATCH (n {name:’현대ESA2'}) WITH n CALL spatial.withinDistance(‘subway’, {latitude:n.latitude, longitude:n.longitude}) YIELD node, distance WITH node, distance RETURN node, distance ORDER BY distance ASC LIMIT 3"
