,A,B
5404,양재1동에 있는 55평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'양재1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 50 AND node.size< 60 RETURN count(node)"
5405,양재1동에 있는 60평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'양재1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 55 AND node.size< 65 RETURN count(node)"
5406,양재1동에 있는 65평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'양재1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 60 AND node.size< 70 RETURN count(node)"
5407,양재1동에 있는 70평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'양재1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 65 AND node.size< 75 RETURN count(node)"
5408,양재1동에 있는 75평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'양재1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 70 AND node.size< 80 RETURN count(node)"
5409,양재1동에 있는 80평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'양재1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 75 AND node.size< 85 RETURN count(node)"
5410,양재1동에 있는 85평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'양재1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 80 AND node.size< 90 RETURN count(node)"
5411,양재1동에 있는 90평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'양재1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 85 AND node.size< 95 RETURN count(node)"
5412,양재1동에 있는 95평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'양재1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 90 AND node.size< 100 RETURN count(node)"
5413,양재1동에 있는 100평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'양재1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 95 AND node.size< 105 RETURN count(node)"
5414,방배4동에 있는 5평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 0 AND node.size< 10 RETURN count(node)"
5415,방배4동에 있는 10평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 5 AND node.size< 15 RETURN count(node)"
5416,방배4동에 있는 15평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 10 AND node.size< 20 RETURN count(node)"
5417,방배4동에 있는 20평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 15 AND node.size< 25 RETURN count(node)"
5418,방배4동에 있는 25평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 20 AND node.size< 30 RETURN count(node)"
5419,방배4동에 있는 30평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 25 AND node.size< 35 RETURN count(node)"
5420,방배4동에 있는 35평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 30 AND node.size< 40 RETURN count(node)"
5421,방배4동에 있는 40평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 35 AND node.size< 45 RETURN count(node)"
5422,방배4동에 있는 45평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 40 AND node.size< 50 RETURN count(node)"
5423,방배4동에 있는 50평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 45 AND node.size< 55 RETURN count(node)"
5424,방배4동에 있는 55평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 50 AND node.size< 60 RETURN count(node)"
5425,방배4동에 있는 60평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 55 AND node.size< 65 RETURN count(node)"
5426,방배4동에 있는 65평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 60 AND node.size< 70 RETURN count(node)"
5427,방배4동에 있는 70평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 65 AND node.size< 75 RETURN count(node)"
5428,방배4동에 있는 75평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 70 AND node.size< 80 RETURN count(node)"
5429,방배4동에 있는 80평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 75 AND node.size< 85 RETURN count(node)"
5430,방배4동에 있는 85평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 80 AND node.size< 90 RETURN count(node)"
5431,방배4동에 있는 90평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 85 AND node.size< 95 RETURN count(node)"
5432,방배4동에 있는 95평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 90 AND node.size< 100 RETURN count(node)"
5433,방배4동에 있는 100평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 95 AND node.size< 105 RETURN count(node)"
5434,방배3동에 있는 5평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 0 AND node.size< 10 RETURN count(node)"
5435,방배3동에 있는 10평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 5 AND node.size< 15 RETURN count(node)"
5436,방배3동에 있는 15평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 10 AND node.size< 20 RETURN count(node)"
5437,방배3동에 있는 20평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 15 AND node.size< 25 RETURN count(node)"
5438,방배3동에 있는 25평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 20 AND node.size< 30 RETURN count(node)"
5439,방배3동에 있는 30평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 25 AND node.size< 35 RETURN count(node)"
5440,방배3동에 있는 35평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 30 AND node.size< 40 RETURN count(node)"
5441,방배3동에 있는 40평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 35 AND node.size< 45 RETURN count(node)"
5442,방배3동에 있는 45평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 40 AND node.size< 50 RETURN count(node)"
5443,방배3동에 있는 50평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 45 AND node.size< 55 RETURN count(node)"
5444,방배3동에 있는 55평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 50 AND node.size< 60 RETURN count(node)"
5445,방배3동에 있는 60평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 55 AND node.size< 65 RETURN count(node)"
5446,방배3동에 있는 65평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 60 AND node.size< 70 RETURN count(node)"
5447,방배3동에 있는 70평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 65 AND node.size< 75 RETURN count(node)"
5448,방배3동에 있는 75평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 70 AND node.size< 80 RETURN count(node)"
5449,방배3동에 있는 80평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 75 AND node.size< 85 RETURN count(node)"
5450,방배3동에 있는 85평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 80 AND node.size< 90 RETURN count(node)"
5451,방배3동에 있는 90평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 85 AND node.size< 95 RETURN count(node)"
5452,방배3동에 있는 95평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 90 AND node.size< 100 RETURN count(node)"
5453,방배3동에 있는 100평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 95 AND node.size< 105 RETURN count(node)"
5454,방배2동에 있는 5평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 0 AND node.size< 10 RETURN count(node)"
5455,방배2동에 있는 10평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 5 AND node.size< 15 RETURN count(node)"
5456,방배2동에 있는 15평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 10 AND node.size< 20 RETURN count(node)"
5457,방배2동에 있는 20평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 15 AND node.size< 25 RETURN count(node)"
5458,방배2동에 있는 25평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 20 AND node.size< 30 RETURN count(node)"
5459,방배2동에 있는 30평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 25 AND node.size< 35 RETURN count(node)"
5460,방배2동에 있는 35평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 30 AND node.size< 40 RETURN count(node)"
5461,방배2동에 있는 40평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 35 AND node.size< 45 RETURN count(node)"
5462,방배2동에 있는 45평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 40 AND node.size< 50 RETURN count(node)"
5463,방배2동에 있는 50평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 45 AND node.size< 55 RETURN count(node)"
5464,방배2동에 있는 55평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 50 AND node.size< 60 RETURN count(node)"
5465,방배2동에 있는 60평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 55 AND node.size< 65 RETURN count(node)"
5466,방배2동에 있는 65평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 60 AND node.size< 70 RETURN count(node)"
5467,방배2동에 있는 70평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 65 AND node.size< 75 RETURN count(node)"
5468,방배2동에 있는 75평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 70 AND node.size< 80 RETURN count(node)"
5469,방배2동에 있는 80평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 75 AND node.size< 85 RETURN count(node)"
5470,방배2동에 있는 85평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 80 AND node.size< 90 RETURN count(node)"
5471,방배2동에 있는 90평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 85 AND node.size< 95 RETURN count(node)"
5472,방배2동에 있는 95평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 90 AND node.size< 100 RETURN count(node)"
5473,방배2동에 있는 100평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 95 AND node.size< 105 RETURN count(node)"
5474,방배1동에 있는 5평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 0 AND node.size< 10 RETURN count(node)"
5475,방배1동에 있는 10평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 5 AND node.size< 15 RETURN count(node)"
5476,방배1동에 있는 15평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 10 AND node.size< 20 RETURN count(node)"
5477,방배1동에 있는 20평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 15 AND node.size< 25 RETURN count(node)"
5478,방배1동에 있는 25평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 20 AND node.size< 30 RETURN count(node)"
5479,방배1동에 있는 30평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 25 AND node.size< 35 RETURN count(node)"
5480,방배1동에 있는 35평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 30 AND node.size< 40 RETURN count(node)"
5481,방배1동에 있는 40평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 35 AND node.size< 45 RETURN count(node)"
5482,방배1동에 있는 45평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 40 AND node.size< 50 RETURN count(node)"
5483,방배1동에 있는 50평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 45 AND node.size< 55 RETURN count(node)"
5484,방배1동에 있는 55평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 50 AND node.size< 60 RETURN count(node)"
5485,방배1동에 있는 60평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 55 AND node.size< 65 RETURN count(node)"
5486,방배1동에 있는 65평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 60 AND node.size< 70 RETURN count(node)"
5487,방배1동에 있는 70평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 65 AND node.size< 75 RETURN count(node)"
5488,방배1동에 있는 75평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 70 AND node.size< 80 RETURN count(node)"
5489,방배1동에 있는 80평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 75 AND node.size< 85 RETURN count(node)"
5490,방배1동에 있는 85평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 80 AND node.size< 90 RETURN count(node)"
5491,방배1동에 있는 90평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 85 AND node.size< 95 RETURN count(node)"
5492,방배1동에 있는 95평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 90 AND node.size< 100 RETURN count(node)"
5493,방배1동에 있는 100평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 95 AND node.size< 105 RETURN count(node)"
5494,방배본동에 있는 5평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 0 AND node.size< 10 RETURN count(node)"
5495,방배본동에 있는 10평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 5 AND node.size< 15 RETURN count(node)"
5496,방배본동에 있는 15평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 10 AND node.size< 20 RETURN count(node)"
5497,방배본동에 있는 20평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 15 AND node.size< 25 RETURN count(node)"
5498,방배본동에 있는 25평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 20 AND node.size< 30 RETURN count(node)"
5499,방배본동에 있는 30평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 25 AND node.size< 35 RETURN count(node)"
5500,방배본동에 있는 35평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 30 AND node.size< 40 RETURN count(node)"
5501,방배본동에 있는 40평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 35 AND node.size< 45 RETURN count(node)"
5502,방배본동에 있는 45평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 40 AND node.size< 50 RETURN count(node)"
5503,방배본동에 있는 50평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 45 AND node.size< 55 RETURN count(node)"
5504,방배본동에 있는 55평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 50 AND node.size< 60 RETURN count(node)"
5505,방배본동에 있는 60평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 55 AND node.size< 65 RETURN count(node)"
5506,방배본동에 있는 65평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 60 AND node.size< 70 RETURN count(node)"
5507,방배본동에 있는 70평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 65 AND node.size< 75 RETURN count(node)"
5508,방배본동에 있는 75평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 70 AND node.size< 80 RETURN count(node)"
5509,방배본동에 있는 80평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 75 AND node.size< 85 RETURN count(node)"
5510,방배본동에 있는 85평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 80 AND node.size< 90 RETURN count(node)"
5511,방배본동에 있는 90평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 85 AND node.size< 95 RETURN count(node)"
